"","objectid","scientificname","displayname","subjectnumber","habitat","locality","location","coordinates","township","fipscode","local_ownership","sitename","coordinateuncertaintyinmeters","waterbodyname","numbercollected","abundance","density","grossarea","grossareaunits","infestedarea","infestedareaunits","treatmentarea","treatmentcomments","disturbance","appxquantity","percentcover","eradicationdate","plantstreated","infestationstatus","eradicationstatus","reporter","observationdate","yearaccuracy","dateentered","dateupdated","updatedby","surveyorid","observationidentifier","dateuncertaintyindays","originalreportedsubject","phenology","sex","host","hostphenology","incidence","incidenceunit","incidencestring","severity","severityunit","severitystring","verificationmethod","identificationcredibility","reviewidentifier","identificationdate","reviewed","reviewer","datereviewed","publiccomments","datacollectionmethod","visittype","surveyor","othersurveyors","reporteraffiliation","url","nadatum","comments","projectname","quantity","quantityunits","traptype","numberoftraps","targetname","targetcount","targetrange","geogwkt","geogtype","private","recordbasis","managementstatus","populationstatus","centroidtype","OriginalRecordID","resistanceprofiles","geometry"
"1",12291134,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Eddy, New Mexico, United States","  32.85430,-104.30819",NA,"35015",NA,NA,4,NA,NA,NA,"<5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Positive","Positive","Riki Lopez","2024-11-21T13:12:27.000Z",NA,"2024-11-25T16:55:55.433Z","2025-01-06T22:12:57.113Z",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","Photographs","Verified",NA,NA,TRUE,"Dylan Burruss","2025-01-06T22:12:57.113Z","",NA,NA,NA,NA,NA,NA,"WGS84     ","Karr Ranch Rd ","EDDMapS App",NA,NA,NA,NA,NA,NA,NA,"POINT (-104.308192 32.854299)","Point",TRUE,"Human Observation","Unknown",NA,NA,NA,"0",c(-104.308192, 32.854299)
"2",8287385,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Otero, New Mexico, United States","  32.92117,-105.92078",NA,"35035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Positive","Positive","iNaturalist Database ","2014-04-23T00:00:00.000Z",NA,"2019-10-30T11:57:09.830Z","2014-05-05T17:26:14.000Z",NA,"2991",NA,NA,"Peganum harmala",NA,NA,NA,NA,NA,NA,"",NA,NA,"","Photographs","Verified","Chuck Sexton",NA,TRUE,"Edward Sprigg","2021-11-09T17:04:12.937Z","",NA,NA,"sea-kangaroo",NA,NA,"http://www.inaturalist.org/observations/662437",NA,"","iNaturalist API",NA,NA,NA,NA,NA,NA,NA,"POINT(-105.920783997 32.9211654663)","Point",TRUE,NA,NA,NA,NA,NA,"0",c(-105.920783997, 32.9211654663)
"13",1620341,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.18300,-107.63100",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.631 32.183)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.631, 32.183)
"14",1620340,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.26900,-107.63000",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.63 32.269)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.63, 32.269)
"15",1620339,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.29400,-107.73100",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.731 32.294)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.731, 32.294)
"16",1620338,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.29100,-107.73100",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.731 32.291)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.731, 32.291)
"17",1620337,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.30800,-107.75600",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.756 32.308)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.756, 32.308)
"18",1620336,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.32200,-107.76000",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.76 32.322)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.76, 32.322)
"19",1620335,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.32200,-107.77500",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.775 32.322)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.775, 32.322)
"20",1620334,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.33700,-107.78400",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.784 32.337)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.784, 32.337)
"21",1620333,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.27300,-107.80600",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.806 32.273)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.806, 32.273)
"22",1620332,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.25100,-107.80200",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.802 32.251)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.802, 32.251)
"23",1620331,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.25300,-107.80200",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.802 32.253)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.802, 32.253)
"24",1620330,"Peganum harmala","African rue (Peganum harmala L.)",6158,NA,NA,"Luna, New Mexico, United States","  32.08600,-107.71800",NA,"35029","Unknown                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,0.05,"Acres",NA,"No Action",NA,NA,NA,NA,NA,"Positive","Positive","Southwest Exotic Plant Mapping Program  , U.S. Geological Survey","1999-07-01T00:00:00.000Z",NA,"2011-05-24T00:00:00.000Z","2011-05-24T00:00:00.000Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"W. Hooper",NA,NA,NA,"NAD27     "," Infest Area assigned lowest cover category (<0.1) since critical data not reported.  Site geographic coordinates   (latitude, longitude decimal degrees) degraded to 3 decimal places.","Bulk Data Entry",NA,NA,NA,NA,NA,NA,NA,"POINT(-107.718 32.086)","Point",TRUE,NA,"Unknown",NA,NA,NA,"0",c(-107.718, 32.086)
